Gene,baseMean,log2_FoldChange,FC,lfcSE,stat,pvalue,padj,minus_log10_pvalue
Dok1,110.3317589,-0.37986692,0.768508478,0.231020386,-1.644300428,0.100114161,0.458398568,0.999504488
Dpep2,30.84400995,-1.001102144,0.499618172,0.282790271,-3.540086931,0.000399995,0.012857278,3.397945437
Dpf3,19.96885849,0.52810924,1.442038057,0.299102162,1.765648353,0.077454863,0.404254193,1.11095131
Dpp4,1691.360426,0.413121315,1.331563579,0.145060913,2.847916133,0.004400652,0.070460125,2.356482974
Dpp7,488.1554386,-0.434613916,0.739891733,0.161578326,-2.689803319,0.007149414,0.097057101,2.145729554
Dpyd,4881.550751,0.866958178,1.82381346,0.145731667,5.949003367,2.70E-09,9.46E-07,8.568636236
Dpys,3223.403777,0.453029661,1.368911957,0.182409187,2.483590159,0.01300654,0.14173908,1.885838219
Dpysl3,86.4928389,-0.500394967,0.706913223,0.239680855,-2.087755264,0.036819917,0.270968258,1.433917195
Dpysl4,14.85924619,-0.839456535,0.558854051,0.299142751,-2.806207181,0.005012845,0.07615347,2.299915724
Drap1,692.3440997,-0.289462918,0.818206601,0.155105618,-1.866231039,0.062009048,0.36165332,1.207544936
Dse,246.0292813,0.281035639,1.215066808,0.170114513,1.652037997,0.098526805,0.454728272,1.0064456
Dstn,2090.681744,-0.270407753,0.829085186,0.147038367,-1.839028539,0.065910988,0.374592951,1.181042178
Dtnbp1,784.8984362,-0.223542471,0.856459855,0.13847205,-1.61435085,0.106451346,0.472033249,0.972848843
Dtwd2,23.7699795,0.557921886,1.472147152,0.291777293,1.912149779,0.055856985,0.337624635,1.25292251
Dtx3,149.7738931,-0.390480165,0.762875658,0.207623451,-1.880713203,0.060010943,0.354208899,1.221769549
Dtx3l,612.8112449,0.322604057,1.250585814,0.16536175,1.950898905,0.051069073,0.323347039,1.291842025
Dus1l,1450.323663,0.288238475,1.22114835,0.154775649,1.862298605,0.062561012,0.362882306,1.203696235
Dusp14,30.28453892,-0.50558181,0.704376259,0.293961251,-1.719892702,0.085451947,0.425667006,1.068278038
Dusp16,605.2775144,0.423471816,1.341151127,0.209932414,2.017181668,0.043676558,0.299171531,1.359751594
Dusp8,137.9350511,0.650878337,1.570123823,0.2901079,2.243573298,0.024859869,0.214055543,1.604501164
Dynll1,137.0072885,-0.647617681,0.638333522,0.234276502,-2.764330501,0.005703973,0.082620208,2.243822539
Dynlrb1,1127.204852,0.282861338,1.216605421,0.137582472,2.055940225,0.039788278,0.283020188,1.400244856
Dzip1l,19.8967834,-0.580593135,0.668688803,0.295717611,-1.963336345,0.049607105,0.318909958,1.304456117
E2f2,39.21130095,-0.579944708,0.668989416,0.278048373,-2.085769112,0.036999543,0.271186551,1.43180364
E2f5,91.08817315,0.361211252,1.284503884,0.220247888,1.640021411,0.101000715,0.460514619,0.995675552
Ear2,116.9870807,-0.505000013,0.704660371,0.207989523,-2.428006978,0.015182051,0.157510695,1.818669554
Ebp,1610.086122,0.716344256,1.643013411,0.15343582,4.66868986,3.03E-06,0.000287265,5.518557371
Ech1,5016.161166,0.373068754,1.295104718,0.157760322,2.364781906,0.018040691,0.174539244,1.743746832
Echdc1,323.8652054,0.292216422,1.224520072,0.186705869,1.565116421,0.117555614,0.493943901,0.929756626
Eci1,2197.400596,0.499310944,1.413538271,0.178943716,2.790323993,0.005265532,0.078588836,2.278557744
Ecm1,2392.177369,0.531085616,1.445016149,0.171280356,3.100680248,0.001930767,0.039997586,2.714270133
Ecscr,51.40402598,-0.411678984,0.751747993,0.260886795,-1.577998547,0.114565944,0.488465088,0.940944462
Edem1,1932.178791,0.264612648,1.201313463,0.147555138,1.793313678,0.072922781,0.393382879,1.137136777
Edem2,687.8345483,-0.475080331,0.719426731,0.171226498,-2.774572487,0.005527431,0.081075348,2.25747667
Ednrb,437.0586962,-0.492350141,0.710866157,0.202773886,-2.428074692,0.015179217,0.157510695,1.81875063
Eef1a2,45.94126706,-1.18819433,0.438851782,0.299581466,-3.966181044,7.30E-05,0.003477534,4.13667714
Eef1b2,2688.922161,-0.235570125,0.849349287,0.143477069,-1.641866018,0.100617774,0.459324656,0.997325295
Eepd1,517.1369691,-0.395324117,0.760318544,0.170736578,-2.315403775,0.020590845,0.189718249,1.686325831
Efemp2,143.9510519,-0.70556278,0.613203238,0.239172448,-2.950016965,0.003177565,0.057006398,2.497905557
Efhd2,1380.72591,-0.334163042,0.793244192,0.152606556,-2.189703062,0.028545779,0.233341536,1.544458101
Efna1,290.9948028,-0.537131079,0.68913996,0.241097144,-2.22786164,0.025889743,0.220252673,1.586872261
Egf,20.09540647,0.574849764,1.489522342,0.298055413,1.92866742,0.053772163,0.33290689,1.269442494
Egflam,15.40212132,-0.652483444,0.636184248,0.299387206,-2.179396551,0.029302222,0.236761631,1.533099446
Egr2,43.35490179,-0.572193418,0.672593425,0.284502126,-2.011209642,0.044303318,0.300993639,1.353563747
Ehd2,91.94106883,-0.842090561,0.557834644,0.251704496,-3.345552315,0.000821189,0.022107993,3.085556877
Ehd3,1318.470392,0.258308274,1.196075346,0.136100511,1.897922882,0.057706242,0.345236451,1.238777207
Ehf,45.00630165,-1.15705187,0.448427957,0.261903352,-4.41785819,9.97E-06,0.000753451,5.001304842
Ehhadh,56140.26534,0.575833162,1.490538006,0.16573664,3.4743866,0.000512023,0.015483228,3.29071053
Ei24,5432.269406,0.296191358,1.227898541,0.13259334,2.233832846,0.025494073,0.217501012,1.593560775
Eid1,174.3264759,-0.460033421,0.726969418,0.188764245,-2.437079227,0.014806435,0.155254656,1.829549496
Eif2ak2,276.3744826,0.352269985,1.276567643,0.209084483,1.684821274,0.092023059,0.441437211,1.036103334
Eif3k,803.5325419,-0.304572988,0.809681832,0.165506082,-1.840252537,0.06573117,0.373794769,1.182228637
Eif4a2,1726.888995,0.598361457,1.513996066,0.191623516,3.122588861,0.00179268,0.038190963,2.746497227
Eif4ebp1,950.8100276,-0.332221321,0.794312537,0.138188998,-2.40410833,0.016211968,0.163893581,1.790164262
Elac1,202.3557369,0.434062558,1.351032667,0.185618127,2.338470732,0.019362842,0.182758306,1.713030898
Elf3,44.77468896,-0.96588883,0.511962899,0.259311009,-3.724827709,0.000195449,0.007535107,3.708966547
Elk4,350.4214257,0.376483552,1.298173806,0.195212968,1.928578598,0.053783198,0.33290689,1.269353378
Ell2,728.4139694,0.7005349,1.625107213,0.174704531,4.009826751,6.08E-05,0.003055303,4.216096421
Elovl1,690.830407,-0.340893152,0.78955236,0.172093788,-1.980856808,0.047607334,0.31186714,1.322326138
Elovl3,71.16455286,2.162302226,4.47628603,0.292168182,7.400881965,1.35E-13,1.44E-10,12.86966623
Elovl5,10572.54926,0.739581344,1.66969124,0.181761637,4.068962822,4.72E-05,0.002553437,4.326058001
Elovl7,190.164664,-1.148093879,0.451221001,0.206231246,-5.567021965,2.59E-08,6.48E-06,7.586700236
Emb,74.20540643,-1.21362117,0.43118498,0.260737162,-4.654576891,3.25E-06,0.000295915,5.488116639
Emc9,183.6245534,0.370193982,1.29252661,0.215495058,1.717876895,0.085819072,0.426123415,1.066416186
Emilin1,867.5804382,-0.567145819,0.674950769,0.225390356,-2.516282542,0.011860006,0.133579471,1.925915091
Emilin2,112.732947,-1.092723547,0.468875387,0.263842639,-4.141572991,3.45E-05,0.001982738,4.462180905
Eml1,70.7585535,-0.561276684,0.677702179,0.255230359,-2.19909844,0.027870923,0.229310673,1.554848649
Eml4,386.4153243,0.360628375,1.283985024,0.193554072,1.863191882,0.062435275,0.362482502,1.204569971
Emp1,282.6729627,-1.349347851,0.392469419,0.230290321,-5.85933376,4.65E-09,1.52E-06,8.332547047
Emp3,135.2359412,-1.018894839,0.493494243,0.232532439,-4.381732052,1.18E-05,0.000858557,4.928117993
Enah,42.99022415,-0.769686377,0.586544968,0.267830062,-2.87378635,0.004055832,0.066346126,2.391920043
Enpep,566.279889,0.51600762,1.429992539,0.148739386,3.46920632,0.000521998,0.015673463,3.282331161
Enpp2,1059.328654,-0.320801029,0.800625222,0.168291309,-1.906224573,0.056621075,0.341251723,1.247021889
Entpd2,175.7846773,-0.965070325,0.512253441,0.19540426,-4.938839751,7.86E-07,0.0001033,6.104577454
Entpd8,924.3430715,0.349133853,1.273795653,0.170399351,2.048915397,0.040470388,0.285959373,1.392862632
Epb4.1,4672.829842,0.278755276,1.213147757,0.150376233,1.853718967,0.063779377,0.366947081,1.195319727
Epb4.1l1,206.8514043,-0.470644443,0.721642173,0.219370956,-2.145427328,0.031918696,0.249274468,1.49595486
Epb4.1l2,453.921174,-0.427461511,0.743568979,0.1851797,-2.308360536,0.020979092,0.192047485,1.678213313
Epb4.1l4a,16.29121286,-0.751662862,0.593918608,0.2993272,-2.511174598,0.012033017,0.134460004,1.91962547
Epcam,117.9836823,-1.196641985,0.436289608,0.266492827,-4.49033469,7.11E-06,0.000560155,5.148130399
Epdr1,28.04335196,-1.401368544,0.378569859,0.294496025,-4.758531264,1.95E-06,0.000202315,5.709965389
Ephx2,17011.37388,0.595457484,1.510951638,0.180013862,3.307842398,0.000940177,0.024286638,3.026790377
Epn3,24.22208517,-0.665888288,0.6303005,0.290500194,-2.292212884,0.021893362,0.197442538,1.659687542
Eppk1,397.3195422,0.387190013,1.307843589,0.236239244,1.638974142,0.101218645,0.460712474,0.994739481
Erap1,1195.878043,0.270638605,1.206341693,0.13716571,1.973077709,0.048486709,0.314399847,1.314377292
Erbb2,49.64858728,-0.494947339,0.709587579,0.264185921,-1.873481136,0.061001975,0.358018709,1.214656104
Erbb3,1139.063689,0.471257412,1.386317216,0.224885919,2.095539877,0.036123028,0.26826884,1.442215852
Ercc3,357.5462508,-0.280323018,0.823406637,0.173870737,-1.612249554,0.106907646,0.472798318,0.970991233
Ercc5,384.0464356,0.313692561,1.242884781,0.182603796,1.717886306,0.085817355,0.426123415,1.066424875
Erlin1,507.0070107,-0.233100399,0.850804519,0.145179556,-1.605600709,0.10836167,0.475209492,0.965124311
Erp29,744.4329108,-0.267315782,0.83086398,0.149960289,-1.782577132,0.074655165,0.397691017,1.12694014
Errfi1,16085.68958,0.559107115,1.473357074,0.208144921,2.68614344,0.007228205,0.097816274,2.140969539
Esm1,12.50659634,-0.652118147,0.636345353,0.299476164,-2.177529388,0.029441092,0.23688384,1.531046086
Esrp1,13.12121887,-0.674931659,0.62636189,0.296622093,-2.275392407,0.0228824,0.204197421,1.640498427
Esrp2,895.1919746,0.287311846,1.220364269,0.180824288,1.588900747,0.112082803,0.483728471,0.950461017
Esyt1,459.3222695,-0.395390739,0.760283434,0.194745647,-2.030293078,0.042326757,0.293993204,1.373385005
Etfa,3003.416674,0.390188146,1.310564308,0.130126865,2.998521063,0.002712934,0.05121265,2.566560772
Etfdh,5658.139921,0.461662733,1.37712807,0.141137504,3.271013869,0.001071627,0.026553449,2.969956353
Ethe1,782.0985704,0.556834534,1.47103802,0.174622843,3.18878404,0.001428726,0.032557087,2.845051052
Etl4,192.717817,-0.353684944,0.782582664,0.196881118,-1.796439125,0.072424706,0.392031144,1.140113259
Etnk2,4615.250538,0.575418896,1.490110064,0.196114439,2.93409756,0.00334519,0.058637329,2.47557921
Eva1b,154.3857324,-0.36598979,0.775936346,0.220263153,-1.661602432,0.096592515,0.450682665,1.015056526
Evi2a,95.71297418,-0.403060502,0.756252283,0.217356803,-1.854372615,0.06368587,0.366574374,1.195956914
Evl,256.8753005,-0.320319417,0.800892538,0.196566846,-1.62956991,0.103192428,0.466137549,0.986352169
Evpl,23.38916452,-0.489025047,0.712506437,0.293984483,-1.663438294,0.096224733,0.450118702,1.016713285
Exoc6b,150.3498723,-0.378028894,0.769488199,0.210334533,-1.797274505,0.072292052,0.391727758,1.140909448
Exph5,276.8605778,0.626479678,1.543793382,0.188539429,3.322804584,0.000891173,0.023447962,3.05003798
Extl1,104.5043467,0.601200381,1.516978229,0.230964377,2.603000464,0.009241183,0.114938338,2.034272429
Ezr,269.5730195,-0.589181324,0.664720004,0.221601021,-2.658748244,0.007843155,0.103075691,2.105509202
F11,415.9787097,-0.466246337,0.723845481,0.195125564,-2.38946823,0.016872783,0.168085827,1.772813279
F12,8500.668535,0.378785058,1.300246413,0.143883265,2.632585931,0.008473758,0.108895903,2.071923943
F13a1,18.46146512,-1.005068964,0.498246314,0.299161207,-3.359623312,0.000780488,0.021465105,3.10763377
F13b,2078.867511,0.506368919,1.420470548,0.14232039,3.557950616,0.00037376,0.012237189,3.427407179
F2,21116.63051,0.347144004,1.27203997,0.157326053,2.206525861,0.027347202,0.226608856,1.563087101
F2r,483.6689741,-0.472934065,0.720497802,0.182043786,-2.597913802,0.009379204,0.116428031,2.027834018
F2rl1,21.11635706,-0.76239681,0.589516129,0.299208027,-2.548049318,0.010832716,0.126474184,1.965262643
F5,10361.32343,0.253258548,1.191896158,0.15203108,1.665834042,0.095746474,0.448883919,1.018877211
F7,1077.549344,0.308009855,1.237998748,0.182688659,1.685982352,0.091799199,0.441231568,1.037161108
F9,2643.758062,0.511502083,1.425533638,0.167387733,3.055791922,0.00224467,0.044547792,2.648847498
Fa2h,11.79234784,-0.603513938,0.658148964,0.297447715,-2.02897487,0.04246085,0.294494997,1.372011316
Faah,2127.228945,0.300375326,1.231464745,0.141970131,2.115764232,0.034364865,0.260047363,1.463885358
Fabp1,18448.02582,0.451219252,1.367195214,0.180480108,2.50010517,0.012415644,0.137292926,1.906030749
Fabp2,1543.075659,0.398710748,1.318329271,0.171110289,2.330138942,0.019798809,0.184850138,1.703360934
Fabp4,373.9872981,-0.773201559,0.585117568,0.22523572,-3.432854965,0.000597261,0.017361399,3.223835843
Fabp5,636.7506091,-1.919849608,0.264282058,0.22343354,-8.592486192,8.51E-18,1.81E-14,17.07007044
Fabp7,147.9438195,-0.578538564,0.669641774,0.246265453,-2.349247762,0.018811385,0.179885702,1.725579228
Fads1,5132.129069,0.381952227,1.303103998,0.196411719,1.944650898,0.051817009,0.325847064,1.285527659
Fads3,77.64541982,-0.80398364,0.572765444,0.228687273,-3.515646632,0.000438684,0.013887168,3.357848205
Fah,8248.736888,0.266088041,1.202542633,0.150680357,1.765910608,0.077410847,0.404189779,1.111198181
Fam102a,411.0079945,-0.371674133,0.772885104,0.176329768,-2.107835433,0.035045227,0.263392218,1.455371123
Fam105a,128.6118643,-0.444339253,0.73492083,0.232210705,-1.913517521,0.055681833,0.337395948,1.254286477
Fam107b,763.342509,0.415693642,1.333939876,0.180272526,2.305917887,0.021115221,0.193016715,1.675404369
Fam110a,62.50911572,-0.463227233,0.725361846,0.264074351,-1.754154583,0.079404023,0.410018718,1.100157494
Fam129b,434.4894196,-0.909346337,0.532426271,0.185036501,-4.914415987,8.90E-07,0.000110324,6.050609993
Fam134a,2202.85613,0.320378354,1.248657973,0.165175097,1.939628674,0.052424834,0.328259716,1.280462936
Fam160a1,97.62980233,0.47427943,1.389224183,0.22489223,2.108918704,0.034951599,0.263137086,1.456532951
Fam160b1,1182.502009,0.322965,1.250898733,0.162370963,1.98905638,0.04669498,0.309269632,1.330729806
Fam175b,358.7610585,0.263908089,1.200726929,0.152733378,1.727900557,0.084006054,0.422213966,1.075689415
Fam179b,235.8097096,0.429517404,1.346782989,0.233163982,1.842125877,0.06545674,0.372712447,1.184045628
Fam180a,40.32850418,-0.719387783,0.607355122,0.280175724,-2.567630675,0.010239619,0.123387889,1.989716202
Fam193b,463.1519361,0.367165283,1.289816011,0.194335558,1.889336604,0.05884674,0.349071974,1.230277591
Fam195b,358.6137674,-0.494927596,0.70959729,0.155689784,-3.178934317,0.001478176,0.033385844,2.830273853
Fam198b,25.77547255,-1.031612084,0.489163247,0.288085081,-3.580928521,0.000342375,0.01152784,3.465497955
Fam20a,968.5840602,0.300935041,1.231942603,0.186359235,1.614811533,0.106351515,0.472033249,0.973256319
Fam21,1203.099874,0.270773544,1.206454531,0.147640059,1.834011347,0.06665231,0.376144189,1.176184794
Fam210a,1283.621681,0.390903643,1.311214436,0.213848539,1.827946286,0.067557613,0.378914794,1.170325704
Fam210b,1986.662209,0.379117281,1.300545868,0.150233863,2.523514156,0.011618838,0.131911027,1.934837304
Fam213a,842.804483,0.336327425,1.262538537,0.151482809,2.220234934,0.026402824,0.222100486,1.578349619
Fam214a,634.011162,0.621085591,1.538032076,0.210541191,2.949948121,0.003178273,0.057006398,2.497808801
Fam25c,331.9717552,-0.499859409,0.707175692,0.298980452,-1.671879903,0.094548007,0.446861893,1.024347621
Fam47e,29.55176946,0.663605386,1.584036288,0.287135854,2.311119901,0.020826233,0.190922098,1.681389277
Fam49b,258.4980227,-0.35171629,0.783651279,0.181939476,-1.933149952,0.053217728,0.331277838,1.273943671
Fam50a,263.0820046,-0.301016484,0.811680307,0.189374715,-1.589528379,0.111941152,0.483575168,0.951010228
Fam83a,21.10182755,-1.35867864,0.389939271,0.294749251,-4.609608451,4.03E-06,0.000350214,5.394694954
Fam83g,53.06281978,-0.618668069,0.65127192,0.255200693,-2.424241332,0.015340407,0.158637714,1.814163118
Fam89b,277.6249724,-0.351410584,0.783817352,0.1741686,-2.01764603,0.043628139,0.299157992,1.360233312
Fam8a1,274.2180952,0.395776549,1.315650736,0.192100145,2.060261584,0.03937354,0.281482212,1.404795537
Fan1,115.7551852,0.47533984,1.390245666,0.251485842,1.890125647,0.058741158,0.349071974,1.231057496
Farp1,397.4248986,-0.435607341,0.739382426,0.159900459,-2.724240726,0.006444951,0.090174679,2.19078038
Farp2,306.2919669,0.489759568,1.404210838,0.17355845,2.821871073,0.004774437,0.07367181,2.321077833
Fasn,2282.40983,0.864838701,1.821136046,0.195504547,4.423624486,9.71E-06,0.000750646,5.01278077
Fat4,68.92654517,0.601049456,1.516819541,0.25916915,2.319139668,0.020387464,0.188816733,1.690636793
Fblim1,173.7256675,-0.886704463,0.540848163,0.25242901,-3.512688437,0.000443597,0.013977149,3.3530114
Fbln2,95.17298167,-0.556849326,0.679785113,0.253683226,-2.195057731,0.028159457,0.230653772,1.550375724
Fbln5,233.983259,-0.488596749,0.712717993,0.206306434,-2.368305923,0.017869753,0.17367549,1.74788145
Fbn1,295.7004025,-0.881541352,0.542787216,0.259703103,-3.394419795,0.000687742,0.019288513,3.162574453
Fbn2,24.48112428,-1.046924954,0.483998689,0.29923437,-3.498678828,0.000467569,0.014552813,3.33015429
Fbp1,10256.75665,0.621975468,1.53898105,0.160185878,3.882835839,0.000103245,0.004574698,3.986130971
Fbxl12,130.7254032,0.404821635,1.32392522,0.240162543,1.685615209,0.091869938,0.441231568,1.036826577
Fbxl4,260.9558022,0.314012032,1.243160037,0.193639417,1.62163281,0.104881993,0.469394577,0.979299069
Fbxo3,1105.859594,0.334487221,1.260929155,0.153561881,2.178191745,0.029391764,0.236761631,1.531774348
Fbxo31,910.8029612,0.279028251,1.213377321,0.168283978,1.658079716,0.097301377,0.452753338,1.011881014
Fbxo32,340.77241,-0.332545813,0.7941339,0.198885922,-1.672042993,0.094515845,0.446861893,1.024495379
Fbxo38,406.0104225,0.257124586,1.195094404,0.163951979,1.568292057,0.116812989,0.492576907,0.932508863
Fcer1g,793.1804218,-0.698369637,0.616268247,0.187689096,-3.720885508,0.000198525,0.007607757,3.702184795
Fcgr3,716.3896618,-0.543952311,0.685889316,0.220097213,-2.471418441,0.013457825,0.144924303,1.871025123
Fcgrt,2978.8987,0.28363085,1.217254513,0.145260846,1.952562292,0.050871483,0.323153726,1.293525602
Fcrl1,12.30430196,-0.52052243,0.697119346,0.299584769,-1.737479618,0.082302549,0.417599532,1.084586714
Fen1,66.13652148,-0.418242372,0.748335763,0.25505575,-1.639807655,0.101045166,0.460514619,0.995484458
Fermt1,41.2302263,-0.656453063,0.634436174,0.260112132,-2.523731051,0.011611673,0.131911027,1.935105203
Fermt3,364.114615,-0.30641132,0.808650765,0.193432512,-1.584073519,0.11317699,0.485136569,0.946241861
Fga,54757.62196,0.403765563,1.322956443,0.14320466,2.819500173,0.004809851,0.073950003,2.317868377
Fgf1,1270.118997,0.508418245,1.422489738,0.173572175,2.929146011,0.003398947,0.05941639,2.468655607
Fgfr1op,195.1708188,-0.367116346,0.775330677,0.215678393,-1.702147074,0.088727801,0.432488722,1.051940282
Fgfr3,426.1563114,-0.516027506,0.699294709,0.17205224,-2.999248992,0.00270646,0.05121265,2.567598387
Fgg,35062.75005,0.431363808,1.348507746,0.140140551,3.078079865,0.002083391,0.042267327,2.681229216
Fggy,729.3635207,0.362239307,1.285419539,0.174472475,2.07619745,0.037875693,0.273997573,1.421639412
Fgl2,202.4324393,0.529552469,1.443481351,0.239248376,2.213400477,0.026870048,0.224588731,1.570731558
Fh1,3020.05868,0.360910855,1.284236452,0.158677118,2.274498425,0.022936036,0.204220903,1.639481638
Fhl1,169.2334736,-0.533770227,0.690747228,0.199476291,-2.675857997,0.007453822,0.100019161,2.127620983
Fhl2,24.88157299,-0.734394812,0.601070112,0.291655308,-2.51802313,0.011801557,0.133382436,1.928060692
Fibp,345.2109348,-0.378791881,0.769081353,0.164353456,-2.304739371,0.021181174,0.193455063,1.674049972
